Course Prefix,Course Number,Statewide Course Title,H.S. Credit,H.S. Grad Code,GE Core Subject Area
MSS,0205,Massage Therapist (1 of 2) OCP B (360 hours),2,CT,
MSS,0206,Massage Therapist (2 of 2) OCP B (300 hours),2,CT,
MSS,0209,Massage Therapy 2,2.5,CT,
MSS,0205C,Massage Therapist (1 of 2) OCP B (360 hours),2,CT,
MSS,0206C,Massage Therapist (2 of 2) OCP B (300 hours),2,CT,
MTB,X329,Mathematics for Electronics I,0.5,CT,
MTE,0003,Marine Rigger OCP A (300 hours),2,CT,
MTE,0056,Inboard Diesel Technician OCP F (150 hours),1,CT,
MTE,0074,Outboard Engine Diagnostics Technician,1,CT,
MTE,0090,Outboard Engine Technician (300 hours),2,CT,
MTE,0092,Inboard Gas Engine Technician (300 hours),2,CT,
MTE,0093,Drive Train Technician (150 hours),1,CT,
MTE,X004C,Introduction to Marine Technology,0.5,CT,
MTE,X042C,Marine Diesel Systems (L),0.5,CT,
MTE,X058C,Diesel Engine Testing Troubleshooting Procedures,0.5,CT,
MTE,X062C,Marine Corrosion & Corrosion Prevention,0.5,CT,
MTE,X160C,Fuel Systems,0.5,CT,
MTE,X312C,"Advanced Marine Composites, Painting and Refinishing",0.5,CT,
MTE,X400C,Applied Marine Electricity,0.5,CT,
MTE,X420C,Advanced Electrical Systems (L),0.5,CT,
MTE,X490C,Marine Electronics (L),0.5,CT,
MTE,X541C,Marine Auxiliary Equipment Servicing,0.5,CT,
MTE,X543C,Marine Auxiliary 2,0.5,CT,
MTE,X651C,Gas and Electric Welding,0.5,CT,
NIR,X140C,Pharmacology (L),0.5,CT,
NMT,X002,Introduction to Nuclear Medicine (L),0.5,CT,
NMT,X061,Nuclear Medicine Seminar (L),0.5,CT,
NMT,X111,Patient Care Methods and Ethics (L),0.5,CT,
NMT,X310C,"NMT Radiation Safety, Health Physics & Radiopharmacy (L)",0.5,CT,
NMT,X312,Radiation Safety and Health Physics (L),0.5,CT,
NMT,X430,Radiation Biology (L),0.5,CT,
NMT,X535C,Nuclear Instrumentation w/Lab (L),0.5,CT,
NMT,X630,Nuclear Physics and Mathematical Applications,0.5,CT,
NMT,X713,Nuclear Medicine Methodology I (L),0.5,CT,
NMT,X723,Nuclear Medicine Methodology II (L),0.5,CT,
NMT,X733,Nuclear Medicine Methodology III,0.5,CT,
NMT,X743,Nuclear Medicine Methodology IV,0.5,CT,
NMT,X775C,PET/CT and Cross-section Anatomy,0.5,CT,
NMT,X804C,Clinical Education I (L),1,CT,
NMT,X814C,Clinical Education II (L),1,CT,
NMT,X824,Clinical Education III (L),0.5,CT,
NMT,X824C,Clinical Education III (L),1,CT,
NMT,X834,Clinical Education IV (L),0.5,CT,
NUR,X000C,LPN-ADN Transition: Fundamentals,0.5,CT,
NUR,X005,LPN Transition,0.5,CT,
NUR,X020,Fundamentals of Nursing (L),0.5,CT,
NUR,X020C,Fundamentals of Nursing (L),1,CT,
NUR,X020L,Fundamentals of Nursing (L),0.5,CT,
NUR,X021,NSG. Fundamentals (10-12 hrs Comb.) (L),0.5,CT,
NUR,X021C,NSG. Fundamentals (10-12hrs Comb.) (L),1.5,CT,
NUR,X021L,NSG. Fundamentals (10-12 hrs Comb.) (L),0.5,CT,
NUR,X023,Fundamentals of Nursing (L),0.5,CT,
NUR,X023C,Fundamentals of Nursing (L),1,CT,
NUR,X025,Fundamentals of Nursing (L),0.5,CT,
NUR,X025C,Fundamentals of Nursing (L),0.5,CT,
NUR,X032C,Nursing II,1.5,CT,
NUR,X047,Cultural Health Issues,0.5,CT,
NUR,X052C,Clinical Concepts I,0.5,CT,
NUR,X060C,Health Assessment and History Taking (L),0.5,CT,
NUR,X069,Advanced Health Assessment (U),0.5,CT,
NUR,X069C,Advanced Health Assessment (U),0.5,CT,
NUR,X082,"History, Issues and Trends in Professional Nursing",0.5,CT,
NUR,X119,Found. of Professional Nursing,0.5,CT,
NUR,X125,Pathophysiology and Nursing Care,0.5,CT,
NUR,X128,Pathophysiology Concepts,0.5,CT,
NUR,X140,Pharmacology (L),0.5,CT,
NUR,X145,Pharmacology (U),0.5,CT,
NUR,X165,Research in Nursing,0.5,CT,
NUR,X167,Research Process for Professional Nursing,0.5,CT,
NUR,X169,Evidence-Based Research Utilization,0.5,CT,
NUR,X169C,Evidence-Based Research Utilization,0.5,CT,
NUR,X180,Principles of Nutrition and Diet Therapy,0.5,CT,
NUR,X195,End of Life,0.5,CT,
NUR,X204,LPN-RN Transition: Adult Health (8-12 Credits),0.5,CT,
NUR,X204C,LPN-RN Transition: Adult Health (8-12 Credits),1.5,CT,
NUR,X209C,Adults with Children,1.5,CT,
NUR,X210,Adult Medical-Surgical Nursing (3.5-6 Credits) (L),0.5,CT,
NUR,X210C,Adult Medical-Surgical Nursing (3.5-6 Credits) (L),1,CT,
NUR,X210L,Adult Medical-Surgical Nursing (3.5-6 Credits) (L),0.5,CT,
NUR,X211,Adult Medical-Surgical Nursing (7-11 Credits) (L),0.5,CT,
NUR,X211C,Adult Medical-Surgical Nursing (7-11 Credits) (L),1.5,CT,
NUR,X211L,Adult Medical-Surgical Nursing (7-11 Credits) (L),0.5,CT,
NUR,X212,"Adult Medical-Surgical Nursing (3.5-6 Credits, 1st in series)",0.5,CT,
NUR,X212C,"Adult Medical-Surgical Nursing (3.5-6 Credits, 1st in series)",1,CT,
NUR,X212L,"Adult Medical-Surgical Nursing (3.5-6 Credits, 1st in series)",0.5,CT,
NUR,X213,"Adult Medical-Surgical Nursing (7-11 Credits, 1st in series)",0.5,CT,
NUR,X213C,"Adult Medical-Surgical Nursing (7-11 Credits, 1st in series)",1,CT,
NUR,X213L,"Adult Medical-Surgical Nursing (7-11 Credits, 1st in series)",0.5,CT,
NUR,X214C,Adult Medical-Surgical Nursing (L),0.5,CT,
NUR,X220,Systems I (3-6 Credits),0.5,CT,
NUR,X220C,Systems I (3-6 Credits),1,CT,
NUR,X221,Systems I (7-11 Credits),0.5,CT,
NUR,X221C,Systems I (7-11 Credits),1,CT,
NUR,X222,Systems II (3-6 Credits),0.5,CT,
NUR,X222C,Systems II (3-6 Credits),0.5,CT,
NUR,X224C,Alterations in Health IV,1,CT,
NUR,X230C,Nursing Process Comprehensive,1,CT,
NUR,X231,Nursing Process I,1,CT,
NUR,X231C,Nursing Process I,0.5,CT,
NUR,X231L,Nursing Process I,0.5,CT,
NUR,X233C,Nursing Process (8-11 Credits),1,CT,
NUR,X233L,Nursing Process (8-11 Credits),0.5,CT,
NUR,X241,General (6-9 Credits),0.5,CT,
NUR,X241C,General (6-9 Credits),1,CT,
NUR,X241L,General (6-9 Credits),0.5,CT,
NUR,X242C,Systems (3-5 Credits),0.5,CT,
NUR,X243C,General (8-10 Credits),1.5,CT,
NUR,X244,Advanced Clinical Nursing (L),0.5,CT,
NUR,X244C,Advanced Clinical Nursing (L),1,CT,
NUR,X244L,Advanced Clinical Nursing (L),0.5,CT,
NUR,X251C,Medical Surgical Nursing Critical Concepts (L),1,CT,
NUR,X254C,Adult Medical-Surgical Nursing (8-12 Credits) (L),1.5,CT,
NUR,X260,General Systems II (3-6 Credits),0.5,CT,
NUR,X260C,General Systems II (3-6 Credits),1.5,CT,
NUR,X260L,General Systems II (3-6 Credits),0.5,CT,
NUR,X261,General Systems II (7-11 Credits),1,CT,
NUR,X261C,General Systems II (7-11 Credits),1.5,CT,
NUR,X261L,General Systems II (7-11 Credits),0.5,CT,
NUR,X265C,Medical Surgical Nursing 3 (L) 6 hours,1,CT,
NUR,X280C,Geriatrics (1-4 Credits),0.5,CT,
NUR,X284,Dynamics of Aging,0.5,CT,
NUR,X310C,Pediatrics,0.5,CT,
NUR,X322,Maternal Child Nursing for Transition into Professional Nursing,0.5,CT,
NUR,X401C,Nursing Care of Women and Infants for Nur. Bridge,1.5,CT,
NUR,X404C,LPN-RN Transition: Maternal/Infant,0.5,CT,
NUR,X412C,LPN-RN Transition: Maternal/Infant/Child,1,CT,
NUR,X420C,Maternal and Infant Nursing,0.5,CT,
NUR,X421,"Maternal, Infant, & Women’s Health",0.5,CT,
NUR,X421C,"Maternal, Infant, & Women’s Health",0.5,CT,
NUR,X423C,Maternal and Infant Nursing,0.5,CT,
NUR,X440,Maternal-Child-Family Integrates,0.5,CT,
NUR,X440C,Maternal-Child-Family Integrates,1,CT,
NUR,X460,Maternal/Infant/Child Health,0.5,CT,
NUR,X460C,Maternal/Infant/Child Health,0.5,CT,
NUR,X460L,Maternal/Infant/Child Health,0.5,CT,
NUR,X462C,Nursing III,1,CT,
NUR,X463C,Maternal/Infant/Child Health,0.5,CT,
NUR,X500C,LPN-RN Transition: Mental Health Nursing,0.5,CT,
NUR,X502C,Nursing Care for Community and Mental Health,0.5,CT,
NUR,X520,Psychiatric/Mental Health Nursing,0.5,CT,
NUR,X520C,Psychiatric/Mental Health Nursing,0.5,CT,
NUR,X521C,Psychiatric/Mental Health Nursing,0.5,CT,
NUR,X522C,Mental Health Nursing Theory,0.5,CT,
NUR,X523C,Psychiatric Nursing with Mental Health,0.5,CT,
NUR,X600C,Nursing of the Family,1.5,CT,
NUR,X636,Community Nursing,0.5,CT,
NUR,X636C,Community Nursing,0.5,CT,
NUR,X667,Globalization of Nursing Practice,0.5,CT,
NUR,X675,Population Based Care: Rural Culture,0.5,CT,
NUR,X678,Nursing Care of Vulnerable Populations,0.5,CT,
NUR,X678L,Nursing Care of Vulnerable Populations,0.5,CT,
NUR,X710C,Integrated Medical-Surgical Nursing (L),1.5,CT,
NUR,X730C,Comprehensive Nursing Process (1st in series),1.5,CT,
NUR,X731C,Lifespan (8-12 Credits),1.5,CT,
NUR,X732C,Compreh. Nursing Process (2nd in series),1.5,CT,
NUR,X744C,Comprehensive Nursing Process: Systems,1.5,CT,
NUR,X750L,Lifespan. Variety of Setting,0.5,CT,
NUR,X801,LPN-Rn Trans: Leadership and Management,0.5,CT,
NUR,X801C,LPN-RN Trans: Leadership and Management,0.5,CT,
NUR,X801L,LPN-RN Trans: Leadership and Management,0.5,CT,
NUR,X804C,Nursing Roles and Leadership,0.5,CT,
NUR,X805,Nursing: Role and Scope,0.5,CT,
NUR,X811,Management of Altered Health States,0.5,CT,
NUR,X811C,Management of Altered Health States,0.5,CT,
NUR,X826,Ethics in Nursing,0.5,CT,
NUR,X827,Nursing Leadership and Management (3-8 Credits),0.5,CT,
NUR,X827C,Nursing Leadership and Management (3-8 Credits),0.5,CT,
NUR,X870,Nursing Informatics,0.5,CT,
NUR,X933,Special Topics/Seminars,0.5,CT,
NUR,X934,Special Topics/Seminars,0.5,CT,
NUR,X940L,Internships/Practicums/Clinical Practice,0.5,CT,
NUR,X943C,Internships/Practicums/Clinical Practice,0.5,CT,
NUR,X950,Professional Role Development and Transition Practice,0.5,CT,
OPT,0005,Optometric Assistant (1 of 3) OCP B (330 hours),2,CT,
OPT,0006,Optometric Assistant (2 of 3) OCP B (330 hours),2,CT,
OPT,0007,Optometric Assistant (3 of 3) OCP B (330 hours),2,CT,
OPT,X060,Office Management,0.5,CT,
OPT,X110,Physical and Geometrical Optics,0.5,CT,
OPT,X150,Ophthalmic Lenses,0.5,CT,
OPT,X155,Ophthalmic Lenses I,0.5,CT,
OPT,X204,Anatomy and Physiology,0.5,CT,
OPT,X205,"Ocular Anatomy, Physiology, and Pathophysiology",0.5,CT,
OPT,X210,Anatomy and Physiology of the Eye,0.5,CT,
OPT,X330,Clinical Data Collection I,0.5,CT,
OPT,X421C,Eyewear Fabrication 2,0.5,CT,
OPT,X421L,Eyewear Fabrication 2,0.5,CT,
OPT,X422C,Eyewear Fabrication 3,0.5,CT,
OPT,X461,Ophthalmic Dispensing II,0.5,CT,
OPT,X505,Contact Lenses I,0.5,CT,
OPT,X802L,Vision Care Clinic III,0.5,CT,
OPT,X910,Directed Independent Research,0.5,CT,
ORH,0802,Landscaping and Groundskeeping (450 hours),3,CT,
ORH,0803,Landscaping and Groundskeeping Supervisors (150 hours),1,CT,
ORH,0862,Nursery Workers OCP A (300 hours),2,CT,
ORH,0863,Nursery & Greenhouse Managers 1 OCP B (450 hours),3,CT,
ORH,0864,Nursery & Greenhouse Managers 2 OCP C (150 hours),1,CT,
ORH,0862L,Nursery Workers OCP A (300 hours),2,CT,
ORH,0863L,Nursery & Greenhouse Managers 1 OCP B (450 hours),3,CT,
ORH,0864L,Nursery & Greenhouse Managers 2 OCP C (150 hours),1,CT,
OST,X100,Beginning Typewriting (1 of 1),0.5,CT,
OST,X100C,Beginning Typewriting (1 of 1),0.5,CT,
OST,X110,Intermediate Typewriting (1 of 1),0.5,CT,
OST,X110C,Intermediate Typewriting (1 of 1),0.5,CT,
OST,X145,Data Entry Applications (3 hours),0.5,CT,
OST,X335,Business Writing,0.5,CT,
OST,X335C,Business Writing,0.5,CT,
OST,X336,Business Communications,0.5,CT,
OST,X581,Professional Development in the Work Environment,0.5,CT,
OST,X854C,Microsoft Office,0.5,CT,
OTA,0030,Assistant Digital Production Designer OCP C (150 hours),1,CT,
OTA,0039,Course Reporting Fundamentals (150 hours),1,CT,
OTA,0040,Information Technology Assistant OCP A (150 hours),1,CT,
OTA,0041,Front Desk Specialist OCP B (300 hours),2,CT,
OTA,0042,Administrative Support OCP C (150 hours),1,CT,
OTA,0043,Administrative Assistant OCP D (450 hours),3,CT,
OTA,0044,Court Reporting Transcriptionist 1 (1 of 3) (300 hours),1,CT,
OTA,0045,Course Reporting Transcriptionist 2 (2 of 3) (300 hours),2,CT,
OTA,0046,Court Reporting Transcriptionist 3 (3 of 3) (150 hours),1,CT,
OTA,0047,Court Reporting Scopist (450 hours),4,CT,
OTA,0048,Court Reporter (1 of 4) (412 hours),2.5,CT,
OTA,0049,Court Reporter (2 of 4) (412 hours),2.5,CT,
OTA,0050,Legal Administrative Specialist OCP D (450 hours),3,CT,
OTA,0051,Court Reporter (3 of 4) (412 hours),2.5,CT,
OTA,0052,Court Reporter (4 of 4) (414 hours),2.5,CT,
OTA,0631,Medical Office Technologist OCP C (300 hours),2,CT,
OTA,0651,Medical Administrative Specialist OCP D (300 hours),2,CT,
OTA,0631C,Medical Office Technologist OCP C (300 hours),2,CT,
OTA,0651C,Medical Administrative Specialist OCP D (300 hours),2,CT,
OTH,X001,Survey of Occupational Therapy (L),0.5,CT,
OTH,X001C,Survey of Occupational Therapy (L),0.5,CT,
OTH,X003,Human Occupation Across the Lifespan,0.5,CT,
OTH,X003C,Human Occupation Across the Lifespan,0.5,CT,
OTH,X014C,Kinesiology for Occupational Therapy,0.5,CT,
OTH,X019C,Functional Anatomy & Kinesiology/Lab,0.5,CT,
OTH,X125C,Therapeutic Modalities,0.5,CT,
OTH,X131C,Activity Analysis and Lab,1,CT,
OTH,X261C,Occupational Therapy Skills & Techniques I,0.5,CT,
OTH,X264C,Occupational Therapy Skills & Techniques II,0.5,CT,
OTH,X300,Foundations of Psychosocial Dysfunction (L),0.5,CT,
OTH,X300C,Foundations of Psychosocial Dysfunction (L),0.5,CT,
OTH,X410,Medical Problems Related to Rehab,0.5,CT,
OTH,X420C,Occ Therapy for Phys Disabled,0.5,CT,
OTH,X520C,Pediatric Occup Therapy,0.5,CT,
OTH,X802L,Practicum,0.5,CT,
OTH,X840,Clinical Practice,0.5,CT,
OTH,X840L,Clinical Practice,0.5,CT,
OTH,X841,Clinical Practice,0.5,CT,
OTH,X841L,Clinical Practice,0.5,CT,
PEP,0110,Personal Trainer (600 hours),4,CT,
PGY,0180,Photographic Imaging Specialist 1,1.5,CT,
PGY,0181,Photographic Imaging Specialist 2,1.5,CT,
PGY,0182,Photography Specialist/Lab Technician,1,CT,
PGY,0183,Portrait Photographer 1,1.5,CT,
PGY,0184,Portrait Photographer 2,1.5,CT,
PGY,0185,Commercial Photographer,3,CT,
PGY,0190,Photography Specialist (150 hours),1,CT,
PGY,0191,Photography Technician (300 hours),2,CT,
PGY,0192,Studio Photographer (300 hours),2,CT,
PGY,0193,Digital Photographer (300 hours),2,CT,
PHT,0090,Orthopedic Technologist 1 (355 hours),2,CT,
PHT,0091,Orthopedic Technologist 2 (355 hours),2,CT,
PHT,X000,Introduction to Physical Therapy (L),0.5,CT,
PHT,X000C,Introduction to Physical Therapy (L),0.5,CT,
PHT,X006,Introduction to Physical Therapy,0.5,CT,
PHT,X007,Topics in Physical Therapy I (U),0.5,CT,
PHT,X007C,Topics in Physical Therapy I (U),0.5,CT,
PHT,X102,Applied Anatomy,0.5,CT,
PHT,X120,Applied Kinesiology (L),0.5,CT,
PHT,X120C,Applied Kinesiology (L),0.5,CT,
PHT,X121,Functional Anatomy & Kinesiology (L),0.5,CT,
PHT,X121C,Functional Anatomy & Kinesiology (L),0.5,CT,
PHT,X124C,Functional Human Motion (L),1,CT,
PHT,X128,Functional Anatomy and Kinesiology I (L),0.5,CT,
PHT,X128C,Functional Anatomy and Kinesiology I (L),0.5,CT,
PHT,X129C,Functional Anatomy and Kinesiology II (L),0.5,CT,
PHT,X130C,PTA Assessment I (L),0.5,CT,
PHT,X132,Musculoskeletal PT (L),0.5,CT,
PHT,X132C,Musculoskeletal PT (L),0.5,CT,
PHT,X140,PTA Assessment II (L),0.5,CT,
PHT,X162,Clinical Neuroscience (U),0.5,CT,
PHT,X162C,Clinical Neuroscience (U),0.5,CT,
PHT,X175C,Functional Anatomy/Kinesiology (L),0.5,CT,
PHT,X200,Basic Patient Care (L),0.5,CT,
PHT,X200C,Basic Patient Care (L),0.5,CT,
PHT,X210,Therapeutic Modalities (L),0.5,CT,
PHT,X210C,Therapeutic Modalities (L),0.5,CT,
PHT,X210L,Therapeutic Modalities (L),0.5,CT,
PHT,X211C,Disabilities & Therapeutic Procedures (L),1,CT,
PHT,X212C,Therapeutic Modalities (L),0.5,CT,
PHT,X213,Therapeutic Exercise I,0.5,CT,
PHT,X213C,Therapeutic Exercise I,0.5,CT,
PHT,X217,Physical Therapy Principles and Procedures (L),0.5,CT,
PHT,X220,Therapeutic Exercise in P.T. (L),0.5,CT,
PHT,X220C,Therapeutic Exercise in P.T. (L),0.5,CT,
PHT,X221C,Therapeutic Exercise in Physical Therapy II (L),0.5,CT,
PHT,X224,Disabilities & Therapeutic Procedures (L),0.5,CT,
PHT,X224C,Disabilities & Therapeutic Procedures (L),0.5,CT,
PHT,X225,Therapeutic Procedures (L),0.5,CT,
PHT,X225C,Therapeutic Procedures (L),0.5,CT,
PHT,X226,Basic Therapeutic Exercise (U),0.5,CT,
PHT,X227C,Disabilities & Therapeutic Procedures (L),0.5,CT,
PHT,X228C,Therapeutic Exercise II (L),0.5,CT,
PHT,X250C,Introduction to Basic Patient Care (L),0.5,CT,
PHT,X252,Orthopedic Disabilities and Rehabilitation (L),0.5,CT,
PHT,X252C,Orthopedic Disabilities and Rehabilitation (L),0.5,CT,
PHT,X253,Neurological Disabilities and Treatment (L),0.5,CT,
PHT,X253C,Neurological Disabilities and Treatment (L),0.5,CT,
PHT,X300,Medical Surgical Conditions (L),0.5,CT,
PHT,X301,Pathological Conditions in Physical Therapy (L),0.5,CT,
PHT,X304,Pathological Conditions in Physical Therapy II,0.5,CT,
PHT,X310,Orthopedic Evaluation and Treatment (L),0.5,CT,
PHT,X321C,Disabilities and Physical Therapy Proc. III (L),0.5,CT,
PHT,X337C,Disabilities and Physical Therapy Proc. II (L),0.5,CT,
PHT,X701,Rehabilitative Procedures (L),0.5,CT,
PHT,X704,Rehabilitative Procedures (L),0.5,CT,
PHT,X800,Physical Therapy Clinical Practice I (L),1,CT,
PHT,X800L,Physical Therapy Clinical Practice I (L),0.5,CT,
PHT,X801,Clinical Practice (First Course) (L),0.5,CT,
PHT,X801L,Clinical Practice (First Course) (L),0.5,CT,
PHT,X810,Clinical Practice (Second Course) (L),1,CT,
PHT,X810L,Clinical Practice (Second Course) (L),0.5,CT,
PHT,X820,Clinical Practice (Third Course) (L),1,CT,
PHT,X820L,Clinical Practice (Third Course) (L),0.5,CT,
PLA,X001,Fundamentals of Law,0.5,CT,
PLA,X003,Introd. to Legal Technology and Systems,0.5,CT,
PLA,X003C,Introd. to Legal Technology and Systems,0.5,CT,
PLA,X005,Legal Terminology,0.5,CT,
PLA,X013,Introduction to the Legal System,0.5,CT,
PLA,X103,Legal Research and Writing I,0.5,CT,
PLA,X104,Legal Research and Writing I,0.5,CT,
PLA,X114,Legal Research and Writing II,0.5,CT,
PLA,X190,Legal Reasoning,0.5,CT,
PLA,X200,Civil and Criminal Survey,0.5,CT,
PLA,X201,Civil Litigation I and II (1 sem.),0.5,CT,
PLA,X202,Torts and Litigation,0.5,CT,
PLA,X203,Civil Litigation I,0.5,CT,
PLA,X223,Civil Litigation II,0.5,CT,
PLA,X260,Evidence,0.5,CT,
PLA,X271,Torts and Criminal Law,0.5,CT,
PLA,X732C,Computers in Law Office Management,0.5,CT,
PMT,0011,Welder Helper OCP (250 hours),1.5,CT,
PMT,0012,"Welder, Shielded Metal ARC, OCP B (250 hours)",2,CT,
PMT,0013,"Welder, Gas-Metal ARC OCP C (125 hours)",1,CT,
PMT,0014,"Welder, Flux Cored ARC OCP D (100 hours)",0.5,CT,
PMT,0015,"Welder, Gas-Tungsten ARC OCP E (175 hours)",1,CT,
PMT,0016,"Welder, Pipe OCP F (270 hours)",2,CT,
PMT,0020,Machinist Helper OCP A (300 hours),2,CT,
PMT,0021,Machine Operator OCP B (450 hours),3,CT,
PMT,0022,Machinist Operator (300 hours),2,CT,
PMT,0023,Machine Setup Operator OCP C (450 hours),3,CT,
PMT,0024,Machinist Setup Operator,4,CT,
PMT,0025,Machinist OCP D (300 hours),2,CT,
PMT,0026,CNC Production Technician I (300 hours),2,CT,
PMT,0027,CNC Production Technician II (300 hours),2,CT,
PMT,0070,Welder Assistant 1 (150 hours),1,CT,
PMT,0071,Welder Assistant 2 (150 hours),1,CT,
PMT,0071,Welder Assistant 2 (150 hours),1,CT,
PMT,0072,"Welder, SMAW 1 (150 hours)",1,CT,
PMT,0073,"Welder, SMAW 2 (150 hours)",1,CT,
PMT,0074,Welder (450 hours),3,CT,
PMT,0075,Advanced Welder 1 (600 hours),4,CT,
PMT,0076,Advanced Welder 2 (150 hours),1,CT,
PMT,0080,Welder I,0.5,CT,
PMT,0081,Welder II,0.5,CT,
PMT,0082,Welder III,0.5,CT,
PMT,0101,Blueprint Reading for Welders,0.5,CT,
PMT,0104,Fundamentals of Metallurgy,0.5,CT,
PMT,0106,Basic Welding Procedures (Shop Skills),0.5,CT,
PMT,0108,Introduction to Welding,0.5,CT,
PMT,0109,Introduction to Welding II,0.5,CT,
PMT,0112,Advanced Oxy-Acetylene,0.5,CT,
PMT,0121,Electrical Welding (ARC),0.5,CT,
PMT,0122,Advanced Electrical Welding (ARC),0.5,CT,
PMT,0126,Shielded Metal ARC Welding,0.5,CT,
PMT,0127,Shielded Metal ARC Welding- Advanced,0.5,CT,
PMT,0131,TIG Welding,0.5,CT,
PMT,0134,MIG Welding,0.5,CT,
PMT,0137,Gas Tungsten ARC Welding Lab 1,0.5,CT,
PMT,0138,Advanced TIG/MIG,0.5,CT,
PMT,0139,Introduction to Inert Gas Welding,0.5,CT,
PMT,0140,Introduction to Gas Metal ARC Welding,0.5,CT,
PMT,0141,Flux Core,0.5,CT,
PMT,0143,Flux Core ARC Welding,0.5,CT,
PMT,0145,Combined GMAW & FCAW,0.5,CT,
PMT,0147,Gas Metal ARC Welding,0.5,CT,
PMT,0150,Gas Tungsten ARC Welding,0.5,CT,
PMT,0151,Gas Tungsten ARC Welding- Advanced,0.5,CT,
PMT,0154,Specialized Welding- Plasma ARC,0.5,CT,
PMT,0161,Pipe Welding,0.5,CT,
PMT,0165,Adv Shielded Metal/ARC Welding of Pipe,0.5,CT,
PMT,0168,Pipe Welding Advanced,0.5,CT,
PMT,0171,TIG Pipe,0.5,CT,
PMT,0182,Adv Non-Destructive Testing in Welding,0.5,CT,
PMT,0183,Overhead Structural Welding Certification,0.5,CT,
PMT,0203,Introduction to Machining,0.5,CT,
PMT,0213,Lathes,0.5,CT,
PMT,0214,Advanced Machining II,0.5,CT,
PMT,0250,Intro to CNC Machining,0.5,CT,
PMT,0254,CNC Machining Tool Programming II,0.5,CT,
PMT,0630,Jewelry Designer OCP B (450 hours),3,CT,
PMT,0632,Stone Setter OCP C (150 hours),1,CT,
PMT,0640,Wax Modeler/Casting OCP A (150 hours),1,CT,
PMT,0641,Jewelry Repairer OCP B (300 hours),2,CT,
PMT,0645,Certified Jeweler OCP D (150 hours),1,CT,
PMT,0650,"Clock, Watch and Jewelry Technician Assistant OCP A (450 hours)",3,CT,
PMT,0070C,Welder Assistant 1 (150 hours),1,CT,
PMT,0071C,Welder Assistant 2 (150 hours),1,CT,
PMT,0071C,Welder Assistant 2 (150 hours),1,CT,
PMT,0072C,"Welder, SMAW 1 (150 hours)",1,CT,
PMT,0072C,"Welder, SMAW 1 (150 hours)",1,CT,
PMT,0073C,"Welder, SMAW 2 (150 hours)",1,CT,
PMT,0073C,"Welder, SMAW 2 (150 hours)",1,CT,
PMT,0074C,Welder (450 hours),3,CT,
PMT,0075C,Advanced Welder 1 (600 hours),4,CT,
PMT,0076C,Advanced Welder 2 (150 hours),1,CT,
PMT,0077C,Advanced Welder 1A,2.5,CT,
PMT,0078C,Advanced Welder 1B,1.5,CT,
PMT,0080C,Welder I,1,CT,
PMT,0081C,Welder II,1,CT,
PMT,0082C,Welder III,1,CT,
PMT,0106C,Basic Welding Procedures (Shop Skills),0.5,CT,
PMT,0108C,Introduction to Welding,0.5,CT,
PMT,0109C,Introduction to Welding II,0.5,CT,
PMT,0111C,Oxy-Acetylene Welding,1,CT,
PMT,0121C,Electrical Welding (ARC),0.5,CT,
PMT,0121L,Electrical Welding (ARC),0.5,CT,
PMT,0122C,Advanced Electrical Welding (ARC),0.5,CT,
PMT,0122L,Advanced Electrical Welding (ARC),0.5,CT,
PMT,0126C,Shielded Metal ARC Welding,0.5,CT,
PMT,0127C,Shielded Metal ARC Welding- Advanced,0.5,CT,
PMT,0131C,TIG Welding,0.5,CT,
PMT,0131L,TIG Welding,0.5,CT,
PMT,0134C,MIG Welding,0.5,CT,
PMT,0137C,Gas Tungsten ARC Welding Lab 1,0.5,CT,
PMT,0137L,Gas Tungsten ARC Welding Lab 1,0.5,CT,
PMT,0138C,Advanced TIG/MIG,0.5,CT,
PMT,0138L,Advanced TIG/MIG,0.5,CT,
PMT,0141C,Flux Core,0.5,CT,
PMT,0143C,Flux Core ARC Welding,0.5,CT,
PMT,0145C,Combined GMAW & FCAW,1.5,CT,
PMT,0147C,Gas Metal ARC Welding,0.5,CT,
PMT,0150C,Gas Tungsten ARC Welding,0.5,CT,
PMT,0151C,Gas Tungsten ARC Welding- Advanced,0.5,CT,
PMT,0154C,Specialized Welding- Plasma ARC,0.5,CT,
PMT,0161C,Pipe Welding,0.5,CT,
PMT,0161L,Pipe Welding,0.5,CT,
PMT,0164C,Shielded Welding/ARC Welding of Pipe,0.5,CT,
PMT,0165C,Adv Shielded Metal/ARC Welding of Pipe,0.5,CT,
PMT,0165L,Adv Shielded Metal/ARC Welding of Pipe,0.5,CT,
PMT,0168L,Pipe Welding Advanced,0.5,CT,
PMT,0171C,TIG Pipe,0.5,CT,
PMT,0203C,Introduction to Machining,0.5,CT,
PMT,0213C,Lathes,0.5,CT,
PMT,0214C,Advanced Machining II,0.5,CT,
PMT,0214L,Advanced Machining II,0.5,CT,
PMT,0250C,Intro to CNC Machining,0.5,CT,
PMT,0254C,CNC Machining Tool Programming II,0.5,CT,
PMT,0751L,Shielded Metal ARC Welding Lab 1,0.5,CT,
PMT,0752L,Shielded Metal ARC Welding Lab 2,0.5,CT,
PRN,0000,Nursing Process and Fundamental Skills,0.5,CT,
PRN,0001,Basic Nursing Skills- Theory,1,CT,
